transaction_id,user_id,cohort_group,transaction_date,mrr_amount,event_type
TXN-1235-08,USER-1235,2025-07,2025-08-29,599.0,Standard Renewal
TXN-1236-03,USER-1236,2025-04,2025-04-01,388.7,Tier Upgrade
TXN-1236-04,USER-1236,2025-04,2025-05-01,299.0,Standard Renewal
TXN-1236-05,USER-1236,2025-04,2025-05-31,299.0,Standard Renewal
TXN-1237-05,USER-1237,2025-05,2025-05-31,599.0,Standard Renewal
TXN-1237-06,USER-1237,2025-05,2025-06-30,599.0,Standard Renewal
TXN-1237-07,USER-1237,2025-05,2025-07-30,599.0,Standard Renewal
TXN-1237-08,USER-1237,2025-05,2025-08-29,599.0,Standard Renewal
TXN-1237-09,USER-1237,2025-05,2025-09-28,778.7,Tier Upgrade
TXN-1237-10,USER-1237,2025-05,2025-10-28,599.0,Standard Renewal
TXN-1237-11,USER-1237,2025-05,2025-11-27,778.7,Tier Upgrade
TXN-1238-03,USER-1238,2025-04,2025-04-01,1298.7,Tier Upgrade
TXN-1238-04,USER-1238,2025-04,2025-05-01,999.0,Standard Renewal
TXN-1238-05,USER-1238,2025-04,2025-05-31,999.0,Standard Renewal
TXN-1238-06,USER-1238,2025-04,2025-06-30,999.0,Standard Renewal
TXN-1239-05,USER-1239,2025-05,2025-05-31,999.0,Standard Renewal
TXN-1239-06,USER-1239,2025-05,2025-06-30,1298.7,Tier Upgrade
TXN-1239-07,USER-1239,2025-05,2025-07-30,999.0,Standard Renewal
TXN-1239-08,USER-1239,2025-05,2025-08-29,999.0,Standard Renewal
TXN-1239-09,USER-1239,2025-05,2025-09-28,999.0,Standard Renewal
TXN-1239-10,USER-1239,2025-05,2025-10-28,999.0,Standard Renewal
TXN-1239-11,USER-1239,2025-05,2025-11-27,999.0,Standard Renewal
TXN-1240-05,USER-1240,2025-05,2025-05-31,299.0,Standard Renewal
TXN-1240-06,USER-1240,2025-05,2025-06-30,299.0,Standard Renewal
TXN-1241-09,USER-1241,2025-09,2025-09-28,599.0,Standard Renewal
TXN-1241-10,USER-1241,2025-09,2025-10-28,599.0,Standard Renewal
TXN-1241-11,USER-1241,2025-09,2025-11-27,419.3,Contraction
TXN-1242-03,USER-1242,2025-04,2025-04-01,388.7,Tier Upgrade
TXN-1242-04,USER-1242,2025-04,2025-05-01,299.0,Standard Renewal
TXN-1242-05,USER-1242,2025-04,2025-05-31,299.0,Standard Renewal
TXN-1242-06,USER-1242,2025-04,2025-06-30,209.3,Contraction
TXN-1243-06,USER-1243,2025-06,2025-06-30,1298.7,Tier Upgrade
TXN-1243-07,USER-1243,2025-06,2025-07-30,999.0,Standard Renewal
TXN-1243-08,USER-1243,2025-06,2025-08-29,999.0,Standard Renewal
TXN-1243-09,USER-1243,2025-06,2025-09-28,999.0,Standard Renewal
TXN-1243-10,USER-1243,2025-06,2025-10-28,699.3,Contraction
TXN-1243-11,USER-1243,2025-06,2025-11-27,999.0,Standard Renewal
TXN-1244-04,USER-1244,2025-05,2025-05-01,599.0,Standard Renewal
TXN-1244-05,USER-1244,2025-05,2025-05-31,599.0,Standard Renewal
TXN-1244-06,USER-1244,2025-05,2025-06-30,599.0,Standard Renewal
TXN-1244-07,USER-1244,2025-05,2025-07-30,599.0,Standard Renewal
TXN-1244-08,USER-1244,2025-05,2025-08-29,599.0,Standard Renewal
TXN-1244-09,USER-1244,2025-05,2025-09-28,599.0,Standard Renewal
TXN-1244-10,USER-1244,2025-05,2025-10-28,599.0,Standard Renewal
TXN-1244-11,USER-1244,2025-05,2025-11-27,599.0,Standard Renewal
TXN-1245-03,USER-1245,2025-04,2025-04-01,999.0,Standard Renewal
TXN-1245-04,USER-1245,2025-04,2025-05-01,999.0,Standard Renewal
TXN-1246-08,USER-1246,2025-08,2025-08-29,999.0,Standard Renewal
TXN-1246-09,USER-1246,2025-08,2025-09-28,999.0,Standard Renewal
TXN-1246-10,USER-1246,2025-08,2025-10-28,999.0,Standard Renewal
TXN-1246-11,USER-1246,2025-08,2025-11-27,999.0,Standard Renewal
TXN-1247-09,USER-1247,2025-09,2025-09-28,999.0,Standard Renewal
TXN-1247-10,USER-1247,2025-09,2025-10-28,1298.7,Tier Upgrade
TXN-1247-11,USER-1247,2025-09,2025-11-27,999.0,Standard Renewal
TXN-1248-08,USER-1248,2025-08,2025-08-29,299.0,Standard Renewal
TXN-1248-09,USER-1248,2025-08,2025-09-28,299.0,Standard Renewal
TXN-1248-10,USER-1248,2025-08,2025-10-28,209.3,Contraction
TXN-1248-11,USER-1248,2025-08,2025-11-27,299.0,Standard Renewal
TXN-1249-05,USER-1249,2025-05,2025-05-31,999.0,Standard Renewal
TXN-1249-06,USER-1249,2025-05,2025-06-30,999.0,Standard Renewal
TXN-1249-07,USER-1249,2025-05,2025-07-30,999.0,Standard Renewal
TXN-1249-08,USER-1249,2025-05,2025-08-29,999.0,Standard Renewal
TXN-1249-09,USER-1249,2025-05,2025-09-28,999.0,Standard Renewal
TXN-1249-10,USER-1249,2025-05,2025-10-28,999.0,Standard Renewal
TXN-1249-11,USER-1249,2025-05,2025-11-27,999.0,Standard Renewal
TXN-1250-07,USER-1250,2025-07,2025-07-30,599.0,Standard Renewal
TXN-1250-08,USER-1250,2025-07,2025-08-29,599.0,Standard Renewal
TXN-1250-09,USER-1250,2025-07,2025-09-28,599.0,Standard Renewal
TXN-1250-10,USER-1250,2025-07,2025-10-28,599.0,Standard Renewal
TXN-1250-11,USER-1250,2025-07,2025-11-27,599.0,Standard Renewal
TXN-1251-08,USER-1251,2025-08,2025-08-29,299.0,Standard Renewal
TXN-1251-09,USER-1251,2025-08,2025-09-28,299.0,Standard Renewal
TXN-1251-10,USER-1251,2025-08,2025-10-28,299.0,Standard Renewal
TXN-1251-11,USER-1251,2025-08,2025-11-27,388.7,Tier Upgrade
TXN-1252-07,USER-1252,2025-07,2025-07-30,599.0,Standard Renewal
TXN-1252-08,USER-1252,2025-07,2025-08-29,599.0,Standard Renewal
TXN-1252-09,USER-1252,2025-07,2025-09-28,599.0,Standard Renewal
TXN-1252-10,USER-1252,2025-07,2025-10-28,599.0,Standard Renewal
TXN-1252-11,USER-1252,2025-07,2025-11-27,599.0,Standard Renewal
TXN-1253-05,USER-1253,2025-05,2025-05-31,299.0,Standard Renewal
TXN-1253-06,USER-1253,2025-05,2025-06-30,388.7,Tier Upgrade
TXN-1253-07,USER-1253,2025-05,2025-07-30,299.0,Standard Renewal
TXN-1253-08,USER-1253,2025-05,2025-08-29,299.0,Standard Renewal
TXN-1253-09,USER-1253,2025-05,2025-09-28,299.0,Standard Renewal
TXN-1254-03,USER-1254,2025-04,2025-04-01,1298.7,Tier Upgrade
TXN-1254-04,USER-1254,2025-04,2025-05-01,999.0,Standard Renewal
TXN-1254-05,USER-1254,2025-04,2025-05-31,999.0,Standard Renewal
TXN-1254-06,USER-1254,2025-04,2025-06-30,1298.7,Tier Upgrade
TXN-1255-00,USER-1255,2025-01,2025-01-01,299.0,Standard Renewal
TXN-1255-01,USER-1255,2025-01,2025-01-31,299.0,Standard Renewal
TXN-1255-02,USER-1255,2025-01,2025-03-02,299.0,Standard Renewal
TXN-1255-03,USER-1255,2025-01,2025-04-01,299.0,Standard Renewal
TXN-1255-04,USER-1255,2025-01,2025-05-01,299.0,Standard Renewal
TXN-1255-05,USER-1255,2025-01,2025-05-31,299.0,Standard Renewal
TXN-1255-06,USER-1255,2025-01,2025-06-30,299.0,Standard Renewal
TXN-1255-07,USER-1255,2025-01,2025-07-30,299.0,Standard Renewal
TXN-1255-08,USER-1255,2025-01,2025-08-29,299.0,Standard Renewal
TXN-1256-07,USER-1256,2025-07,2025-07-30,299.0,Standard Renewal
TXN-1256-08,USER-1256,2025-07,2025-08-29,299.0,Standard Renewal
TXN-1256-09,USER-1256,2025-07,2025-09-28,299.0,Standard Renewal
TXN-1256-10,USER-1256,2025-07,2025-10-28,299.0,Standard Renewal
TXN-1256-11,USER-1256,2025-07,2025-11-27,299.0,Standard Renewal
TXN-1257-08,USER-1257,2025-08,2025-08-29,999.0,Standard Renewal
TXN-1257-09,USER-1257,2025-08,2025-09-28,1298.7,Tier Upgrade
TXN-1257-10,USER-1257,2025-08,2025-10-28,999.0,Standard Renewal
TXN-1258-06,USER-1258,2025-06,2025-06-30,1298.7,Tier Upgrade
TXN-1258-07,USER-1258,2025-06,2025-07-30,1298.7,Tier Upgrade
TXN-1258-08,USER-1258,2025-06,2025-08-29,699.3,Contraction
TXN-1258-09,USER-1258,2025-06,2025-09-28,1298.7,Tier Upgrade
TXN-1259-09,USER-1259,2025-09,2025-09-28,299.0,Standard Renewal
TXN-1259-10,USER-1259,2025-09,2025-10-28,299.0,Standard Renewal
TXN-1259-11,USER-1259,2025-09,2025-11-27,299.0,Standard Renewal
TXN-1260-02,USER-1260,2025-03,2025-03-02,599.0,Standard Renewal
TXN-1260-03,USER-1260,2025-03,2025-04-01,599.0,Standard Renewal
TXN-1260-04,USER-1260,2025-03,2025-05-01,599.0,Standard Renewal
TXN-1260-05,USER-1260,2025-03,2025-05-31,778.7,Tier Upgrade
TXN-1261-08,USER-1261,2025-08,2025-08-29,599.0,Standard Renewal
TXN-1261-09,USER-1261,2025-08,2025-09-28,599.0,Standard Renewal
TXN-1261-10,USER-1261,2025-08,2025-10-28,599.0,Standard Renewal
TXN-1261-11,USER-1261,2025-08,2025-11-27,599.0,Standard Renewal
TXN-1262-05,USER-1262,2025-05,2025-05-31,209.3,Contraction
TXN-1262-06,USER-1262,2025-05,2025-06-30,299.0,Standard Renewal
TXN-1262-07,USER-1262,2025-05,2025-07-30,299.0,Standard Renewal
TXN-1262-08,USER-1262,2025-05,2025-08-29,388.7,Tier Upgrade
TXN-1263-07,USER-1263,2025-07,2025-07-30,599.0,Standard Renewal
TXN-1263-08,USER-1263,2025-07,2025-08-29,599.0,Standard Renewal
TXN-1263-09,USER-1263,2025-07,2025-09-28,599.0,Standard Renewal
TXN-1263-10,USER-1263,2025-07,2025-10-28,599.0,Standard Renewal
TXN-1263-11,USER-1263,2025-07,2025-11-27,599.0,Standard Renewal
TXN-1265-05,USER-1265,2025-05,2025-05-31,599.0,Standard Renewal
TXN-1265-06,USER-1265,2025-05,2025-06-30,599.0,Standard Renewal
TXN-1265-07,USER-1265,2025-05,2025-07-30,599.0,Standard Renewal
TXN-1266-07,USER-1266,2025-07,2025-07-30,299.0,Standard Renewal
TXN-1266-08,USER-1266,2025-07,2025-08-29,299.0,Standard Renewal
TXN-1266-09,USER-1266,2025-07,2025-09-28,299.0,Standard Renewal
TXN-1266-10,USER-1266,2025-07,2025-10-28,209.3,Contraction
TXN-1266-11,USER-1266,2025-07,2025-11-27,209.3,Contraction
TXN-1267-10,USER-1267,2025-10,2025-10-28,599.0,Standard Renewal
TXN-1267-11,USER-1267,2025-10,2025-11-27,599.0,Standard Renewal
TXN-1268-01,USER-1268,2025-01,2025-01-31,599.0,Standard Renewal
TXN-1268-02,USER-1268,2025-01,2025-03-02,778.7,Tier Upgrade
TXN-1268-03,USER-1268,2025-01,2025-04-01,599.0,Standard Renewal
TXN-1268-04,USER-1268,2025-01,2025-05-01,599.0,Standard Renewal
TXN-1268-05,USER-1268,2025-01,2025-05-31,599.0,Standard Renewal
TXN-1269-09,USER-1269,2025-09,2025-09-28,299.0,Standard Renewal
TXN-1269-10,USER-1269,2025-09,2025-10-28,299.0,Standard Renewal
TXN-1269-11,USER-1269,2025-09,2025-11-27,299.0,Standard Renewal
TXN-1270-07,USER-1270,2025-07,2025-07-30,999.0,Standard Renewal
TXN-1270-08,USER-1270,2025-07,2025-08-29,999.0,Standard Renewal
TXN-1270-09,USER-1270,2025-07,2025-09-28,999.0,Standard Renewal
TXN-1270-10,USER-1270,2025-07,2025-10-28,999.0,Standard Renewal
TXN-1270-11,USER-1270,2025-07,2025-11-27,999.0,Standard Renewal
TXN-1271-10,USER-1271,2025-10,2025-10-28,599.0,Standard Renewal
TXN-1271-11,USER-1271,2025-10,2025-11-27,599.0,Standard Renewal
TXN-1272-03,USER-1272,2025-04,2025-04-01,699.3,Contraction
TXN-1272-04,USER-1272,2025-04,2025-05-01,1298.7,Tier Upgrade
TXN-1272-05,USER-1272,2025-04,2025-05-31,999.0,Standard Renewal
TXN-1272-06,USER-1272,2025-04,2025-06-30,1298.7,Tier Upgrade
TXN-1272-07,USER-1272,2025-04,2025-07-30,999.0,Standard Renewal
TXN-1272-08,USER-1272,2025-04,2025-08-29,999.0,Standard Renewal
TXN-1272-09,USER-1272,2025-04,2025-09-28,699.3,Contraction
TXN-1272-10,USER-1272,2025-04,2025-10-28,999.0,Standard Renewal
TXN-1272-11,USER-1272,2025-04,2025-11-27,999.0,Standard Renewal
TXN-1273-09,USER-1273,2025-09,2025-09-28,299.0,Standard Renewal
TXN-1273-10,USER-1273,2025-09,2025-10-28,299.0,Standard Renewal
TXN-1273-11,USER-1273,2025-09,2025-11-27,299.0,Standard Renewal
TXN-1274-00,USER-1274,2025-01,2025-01-01,299.0,Standard Renewal
TXN-1274-01,USER-1274,2025-01,2025-01-31,299.0,Standard Renewal
TXN-1274-02,USER-1274,2025-01,2025-03-02,299.0,Standard Renewal
TXN-1274-03,USER-1274,2025-01,2025-04-01,299.0,Standard Renewal
TXN-1274-04,USER-1274,2025-01,2025-05-01,299.0,Standard Renewal
TXN-1274-05,USER-1274,2025-01,2025-05-31,299.0,Standard Renewal
TXN-1274-06,USER-1274,2025-01,2025-06-30,299.0,Standard Renewal
TXN-1274-07,USER-1274,2025-01,2025-07-30,299.0,Standard Renewal
TXN-1275-00,USER-1275,2025-01,2025-01-01,999.0,Standard Renewal
TXN-1275-01,USER-1275,2025-01,2025-01-31,999.0,Standard Renewal
TXN-1275-02,USER-1275,2025-01,2025-03-02,699.3,Contraction
TXN-1275-03,USER-1275,2025-01,2025-04-01,999.0,Standard Renewal
TXN-1275-04,USER-1275,2025-01,2025-05-01,999.0,Standard Renewal
TXN-1275-05,USER-1275,2025-01,2025-05-31,999.0,Standard Renewal
TXN-1275-06,USER-1275,2025-01,2025-06-30,999.0,Standard Renewal
TXN-1275-07,USER-1275,2025-01,2025-07-30,999.0,Standard Renewal
TXN-1275-08,USER-1275,2025-01,2025-08-29,999.0,Standard Renewal
TXN-1275-09,USER-1275,2025-01,2025-09-28,1298.7,Tier Upgrade
TXN-1275-10,USER-1275,2025-01,2025-10-28,999.0,Standard Renewal
TXN-1275-11,USER-1275,2025-01,2025-11-27,999.0,Standard Renewal
TXN-1276-02,USER-1276,2025-03,2025-03-02,999.0,Standard Renewal
TXN-1276-03,USER-1276,2025-03,2025-04-01,999.0,Standard Renewal
TXN-1276-04,USER-1276,2025-03,2025-05-01,999.0,Standard Renewal
TXN-1276-05,USER-1276,2025-03,2025-05-31,999.0,Standard Renewal
TXN-1276-06,USER-1276,2025-03,2025-06-30,999.0,Standard Renewal
TXN-1276-07,USER-1276,2025-03,2025-07-30,999.0,Standard Renewal
TXN-1276-08,USER-1276,2025-03,2025-08-29,999.0,Standard Renewal
TXN-1276-09,USER-1276,2025-03,2025-09-28,999.0,Standard Renewal
TXN-1278-00,USER-1278,2025-01,2025-01-01,999.0,Standard Renewal
TXN-1278-01,USER-1278,2025-01,2025-01-31,999.0,Standard Renewal
TXN-1278-02,USER-1278,2025-01,2025-03-02,699.3,Contraction
TXN-1278-03,USER-1278,2025-01,2025-04-01,999.0,Standard Renewal
TXN-1278-04,USER-1278,2025-01,2025-05-01,999.0,Standard Renewal
TXN-1278-05,USER-1278,2025-01,2025-05-31,999.0,Standard Renewal
TXN-1278-06,USER-1278,2025-01,2025-06-30,999.0,Standard Renewal
TXN-1278-07,USER-1278,2025-01,2025-07-30,999.0,Standard Renewal
TXN-1278-08,USER-1278,2025-01,2025-08-29,999.0,Standard Renewal
TXN-1278-09,USER-1278,2025-01,2025-09-28,999.0,Standard Renewal
TXN-1278-10,USER-1278,2025-01,2025-10-28,999.0,Standard Renewal
TXN-1278-11,USER-1278,2025-01,2025-11-27,999.0,Standard Renewal
TXN-1279-07,USER-1279,2025-07,2025-07-30,599.0,Standard Renewal
TXN-1279-08,USER-1279,2025-07,2025-08-29,599.0,Standard Renewal
TXN-1279-09,USER-1279,2025-07,2025-09-28,599.0,Standard Renewal
TXN-1279-10,USER-1279,2025-07,2025-10-28,778.7,Tier Upgrade
TXN-1279-11,USER-1279,2025-07,2025-11-27,778.7,Tier Upgrade
TXN-1280-09,USER-1280,2025-09,2025-09-28,299.0,Standard Renewal
TXN-1280-10,USER-1280,2025-09,2025-10-28,299.0,Standard Renewal
TXN-1280-11,USER-1280,2025-09,2025-11-27,299.0,Standard Renewal
TXN-1281-10,USER-1281,2025-10,2025-10-28,599.0,Standard Renewal
TXN-1281-11,USER-1281,2025-10,2025-11-27,599.0,Standard Renewal
TXN-1282-08,USER-1282,2025-08,2025-08-29,999.0,Standard Renewal
TXN-1283-07,USER-1283,2025-07,2025-07-30,299.0,Standard Renewal
TXN-1283-08,USER-1283,2025-07,2025-08-29,299.0,Standard Renewal
TXN-1283-09,USER-1283,2025-07,2025-09-28,299.0,Standard Renewal
TXN-1283-10,USER-1283,2025-07,2025-10-28,299.0,Standard Renewal
TXN-1283-11,USER-1283,2025-07,2025-11-27,299.0,Standard Renewal
TXN-1284-11,USER-1284,2025-11,2025-11-27,599.0,Standard Renewal
TXN-1285-02,USER-1285,2025-03,2025-03-02,299.0,Standard Renewal
TXN-1285-03,USER-1285,2025-03,2025-04-01,299.0,Standard Renewal
TXN-1285-04,USER-1285,2025-03,2025-05-01,299.0,Standard Renewal
TXN-1285-05,USER-1285,2025-03,2025-05-31,299.0,Standard Renewal
TXN-1285-06,USER-1285,2025-03,2025-06-30,299.0,Standard Renewal
TXN-1285-07,USER-1285,2025-03,2025-07-30,299.0,Standard Renewal
TXN-1285-08,USER-1285,2025-03,2025-08-29,299.0,Standard Renewal
TXN-1286-00,USER-1286,2025-01,2025-01-01,599.0,Standard Renewal
TXN-1286-01,USER-1286,2025-01,2025-01-31,599.0,Standard Renewal
TXN-1286-02,USER-1286,2025-01,2025-03-02,599.0,Standard Renewal
TXN-1286-03,USER-1286,2025-01,2025-04-01,778.7,Tier Upgrade
TXN-1286-04,USER-1286,2025-01,2025-05-01,599.0,Standard Renewal
TXN-1286-05,USER-1286,2025-01,2025-05-31,599.0,Standard Renewal
TXN-1286-06,USER-1286,2025-01,2025-06-30,599.0,Standard Renewal
TXN-1286-07,USER-1286,2025-01,2025-07-30,599.0,Standard Renewal
TXN-1286-08,USER-1286,2025-01,2025-08-29,599.0,Standard Renewal
TXN-1286-09,USER-1286,2025-01,2025-09-28,599.0,Standard Renewal
TXN-1287-03,USER-1287,2025-04,2025-04-01,599.0,Standard Renewal
TXN-1288-05,USER-1288,2025-05,2025-05-31,599.0,Standard Renewal
TXN-1288-06,USER-1288,2025-05,2025-06-30,599.0,Standard Renewal
TXN-1288-07,USER-1288,2025-05,2025-07-30,599.0,Standard Renewal
TXN-1288-08,USER-1288,2025-05,2025-08-29,599.0,Standard Renewal
TXN-1288-09,USER-1288,2025-05,2025-09-28,599.0,Standard Renewal
TXN-1288-10,USER-1288,2025-05,2025-10-28,599.0,Standard Renewal
TXN-1288-11,USER-1288,2025-05,2025-11-27,599.0,Standard Renewal
TXN-1289-05,USER-1289,2025-05,2025-05-31,999.0,Standard Renewal
TXN-1289-06,USER-1289,2025-05,2025-06-30,999.0,Standard Renewal
TXN-1289-07,USER-1289,2025-05,2025-07-30,999.0,Standard Renewal
TXN-1290-00,USER-1290,2025-01,2025-01-01,999.0,Standard Renewal
TXN-1290-01,USER-1290,2025-01,2025-01-31,999.0,Standard Renewal
TXN-1290-02,USER-1290,2025-01,2025-03-02,999.0,Standard Renewal
TXN-1291-07,USER-1291,2025-07,2025-07-30,599.0,Standard Renewal
TXN-1291-08,USER-1291,2025-07,2025-08-29,419.3,Contraction
TXN-1291-09,USER-1291,2025-07,2025-09-28,599.0,Standard Renewal
TXN-1291-10,USER-1291,2025-07,2025-10-28,599.0,Standard Renewal
TXN-1292-02,USER-1292,2025-03,2025-03-02,999.0,Standard Renewal
TXN-1292-03,USER-1292,2025-03,2025-04-01,999.0,Standard Renewal
TXN-1292-04,USER-1292,2025-03,2025-05-01,999.0,Standard Renewal
TXN-1292-05,USER-1292,2025-03,2025-05-31,999.0,Standard Renewal
TXN-1292-06,USER-1292,2025-03,2025-06-30,999.0,Standard Renewal
TXN-1292-07,USER-1292,2025-03,2025-07-30,999.0,Standard Renewal
TXN-1292-08,USER-1292,2025-03,2025-08-29,1298.7,Tier Upgrade
TXN-1292-09,USER-1292,2025-03,2025-09-28,1298.7,Tier Upgrade
TXN-1292-10,USER-1292,2025-03,2025-10-28,999.0,Standard Renewal
TXN-1292-11,USER-1292,2025-03,2025-11-27,999.0,Standard Renewal
TXN-1293-10,USER-1293,2025-10,2025-10-28,299.0,Standard Renewal
TXN-1293-11,USER-1293,2025-10,2025-11-27,299.0,Standard Renewal
TXN-1294-05,USER-1294,2025-05,2025-05-31,999.0,Standard Renewal
TXN-1294-06,USER-1294,2025-05,2025-06-30,999.0,Standard Renewal
TXN-1294-07,USER-1294,2025-05,2025-07-30,999.0,Standard Renewal
TXN-1294-08,USER-1294,2025-05,2025-08-29,999.0,Standard Renewal
TXN-1294-09,USER-1294,2025-05,2025-09-28,699.3,Contraction
TXN-1295-11,USER-1295,2025-11,2025-11-27,599.0,Standard Renewal
TXN-1296-09,USER-1296,2025-09,2025-09-28,599.0,Standard Renewal
TXN-1296-10,USER-1296,2025-09,2025-10-28,599.0,Standard Renewal
TXN-1296-11,USER-1296,2025-09,2025-11-27,599.0,Standard Renewal
TXN-1297-10,USER-1297,2025-10,2025-10-28,599.0,Standard Renewal
TXN-1297-11,USER-1297,2025-10,2025-11-27,599.0,Standard Renewal
TXN-1298-06,USER-1298,2025-06,2025-06-30,599.0,Standard Renewal
TXN-1298-07,USER-1298,2025-06,2025-07-30,599.0,Standard Renewal
TXN-1298-08,USER-1298,2025-06,2025-08-29,599.0,Standard Renewal
TXN-1298-09,USER-1298,2025-06,2025-09-28,778.7,Tier Upgrade
TXN-1299-09,USER-1299,2025-09,2025-09-28,299.0,Standard Renewal
TXN-1299-10,USER-1299,2025-09,2025-10-28,299.0,Standard Renewal
TXN-1299-11,USER-1299,2025-09,2025-11-27,299.0,Standard Renewal
TXN-1300-06,USER-1300,2025-06,2025-06-30,299.0,Standard Renewal
TXN-1300-07,USER-1300,2025-06,2025-07-30,299.0,Standard Renewal
TXN-1300-08,USER-1300,2025-06,2025-08-29,299.0,Standard Renewal
TXN-1300-09,USER-1300,2025-06,2025-09-28,299.0,Standard Renewal
TXN-1300-10,USER-1300,2025-06,2025-10-28,299.0,Standard Renewal
TXN-1300-11,USER-1300,2025-06,2025-11-27,299.0,Standard Renewal
TXN-1301-04,USER-1301,2025-05,2025-05-01,419.3,Contraction
TXN-1301-05,USER-1301,2025-05,2025-05-31,599.0,Standard Renewal
TXN-1301-06,USER-1301,2025-05,2025-06-30,599.0,Standard Renewal
TXN-1302-09,USER-1302,2025-09,2025-09-28,999.0,Standard Renewal
TXN-1302-10,USER-1302,2025-09,2025-10-28,999.0,Standard Renewal
TXN-1302-11,USER-1302,2025-09,2025-11-27,999.0,Standard Renewal
TXN-1303-05,USER-1303,2025-05,2025-05-31,999.0,Standard Renewal
TXN-1303-06,USER-1303,2025-05,2025-06-30,999.0,Standard Renewal
TXN-1303-07,USER-1303,2025-05,2025-07-30,999.0,Standard Renewal
TXN-1303-08,USER-1303,2025-05,2025-08-29,999.0,Standard Renewal
TXN-1303-09,USER-1303,2025-05,2025-09-28,999.0,Standard Renewal
TXN-1304-11,USER-1304,2025-11,2025-11-27,778.7,Tier Upgrade
TXN-1305-09,USER-1305,2025-09,2025-09-28,299.0,Standard Renewal
TXN-1305-10,USER-1305,2025-09,2025-10-28,299.0,Standard Renewal
TXN-1305-11,USER-1305,2025-09,2025-11-27,388.7,Tier Upgrade
TXN-1306-00,USER-1306,2025-01,2025-01-01,999.0,Standard Renewal
TXN-1306-01,USER-1306,2025-01,2025-01-31,999.0,Standard Renewal
TXN-1306-02,USER-1306,2025-01,2025-03-02,699.3,Contraction
TXN-1306-03,USER-1306,2025-01,2025-04-01,999.0,Standard Renewal
TXN-1306-04,USER-1306,2025-01,2025-05-01,999.0,Standard Renewal
TXN-1306-05,USER-1306,2025-01,2025-05-31,999.0,Standard Renewal
TXN-1306-06,USER-1306,2025-01,2025-06-30,999.0,Standard Renewal
TXN-1307-06,USER-1307,2025-06,2025-06-30,999.0,Standard Renewal
TXN-1307-07,USER-1307,2025-06,2025-07-30,999.0,Standard Renewal
TXN-1307-08,USER-1307,2025-06,2025-08-29,999.0,Standard Renewal
TXN-1307-09,USER-1307,2025-06,2025-09-28,999.0,Standard Renewal
TXN-1307-10,USER-1307,2025-06,2025-10-28,999.0,Standard Renewal
TXN-1307-11,USER-1307,2025-06,2025-11-27,999.0,Standard Renewal
TXN-1308-05,USER-1308,2025-05,2025-05-31,999.0,Standard Renewal
TXN-1308-06,USER-1308,2025-05,2025-06-30,999.0,Standard Renewal
TXN-1308-07,USER-1308,2025-05,2025-07-30,999.0,Standard Renewal
TXN-1308-08,USER-1308,2025-05,2025-08-29,1298.7,Tier Upgrade
TXN-1308-09,USER-1308,2025-05,2025-09-28,999.0,Standard Renewal
TXN-1308-10,USER-1308,2025-05,2025-10-28,999.0,Standard Renewal
TXN-1308-11,USER-1308,2025-05,2025-11-27,999.0,Standard Renewal
TXN-1309-00,USER-1309,2025-01,2025-01-01,999.0,Standard Renewal
TXN-1309-01,USER-1309,2025-01,2025-01-31,999.0,Standard Renewal
TXN-1309-02,USER-1309,2025-01,2025-03-02,999.0,Standard Renewal
TXN-1309-03,USER-1309,2025-01,2025-04-01,999.0,Standard Renewal
TXN-1310-09,USER-1310,2025-09,2025-09-28,599.0,Standard Renewal
TXN-1310-10,USER-1310,2025-09,2025-10-28,599.0,Standard Renewal
TXN-1310-11,USER-1310,2025-09,2025-11-27,599.0,Standard Renewal
TXN-1311-07,USER-1311,2025-07,2025-07-30,599.0,Standard Renewal
TXN-1311-08,USER-1311,2025-07,2025-08-29,599.0,Standard Renewal
TXN-1311-09,USER-1311,2025-07,2025-09-28,419.3,Contraction
TXN-1311-10,USER-1311,2025-07,2025-10-28,599.0,Standard Renewal
TXN-1311-11,USER-1311,2025-07,2025-11-27,599.0,Standard Renewal
TXN-1312-00,USER-1312,2025-01,2025-01-01,599.0,Standard Renewal
TXN-1312-01,USER-1312,2025-01,2025-01-31,599.0,Standard Renewal
TXN-1313-04,USER-1313,2025-05,2025-05-01,999.0,Standard Renewal
TXN-1313-05,USER-1313,2025-05,2025-05-31,999.0,Standard Renewal
TXN-1313-06,USER-1313,2025-05,2025-06-30,999.0,Standard Renewal
TXN-1313-07,USER-1313,2025-05,2025-07-30,999.0,Standard Renewal
TXN-1313-08,USER-1313,2025-05,2025-08-29,1298.7,Tier Upgrade
TXN-1313-09,USER-1313,2025-05,2025-09-28,999.0,Standard Renewal
TXN-1313-10,USER-1313,2025-05,2025-10-28,999.0,Standard Renewal
TXN-1313-11,USER-1313,2025-05,2025-11-27,999.0,Standard Renewal
TXN-1314-08,USER-1314,2025-08,2025-08-29,299.0,Standard Renewal
TXN-1314-09,USER-1314,2025-08,2025-09-28,299.0,Standard Renewal
TXN-1314-10,USER-1314,2025-08,2025-10-28,299.0,Standard Renewal
TXN-1314-11,USER-1314,2025-08,2025-11-27,299.0,Standard Renewal
TXN-1315-09,USER-1315,2025-09,2025-09-28,388.7,Tier Upgrade
TXN-1315-10,USER-1315,2025-09,2025-10-28,299.0,Standard Renewal
TXN-1315-11,USER-1315,2025-09,2025-11-27,299.0,Standard Renewal
